m_number,no_of_grounds,description,colour_code,1,2,3,layer1_colour,layer1_composition,layer2_colour,layer2_composition,layer3_colour,layer3_composition,toplayer_colour,reliability,sample,microscopy,elem_analysis,sample_location,sample_name_1,sample_link_1,sample_name_2,sample_link_2,researchers,source,dttg_new_research,notes
M764,2,"1. Reddish ground
2. Warm brownish grey",R-G,,,,R,"Earth pigments, umber, chalk",G,"Lead white, umber, earth pigments, chalk",,,G,1,YES,YES,YES,Rijksmuseum (PSD),52/1-6,https://psa.rijksmuseum.nl/art-object-SK-A-138/sample-set-132,,,Arie Wallert,Rijksmuseum Paint Sample Database,,
M765,1,1. Ground layer of lead white and carbon black,LG,,,,LG,"Lead white, carbon black",,,,,LG,1,YES,YES,,Rijksmuseum (PSD),R41/1-8,https://psa.rijksmuseum.nl/art-object-SK-A-2102/sample-set-129,,,Arie Wallert,Rijksmuseum Paint Sample Database,,
M766,2,"1. Chalk
2. Pale pink second layer of lead white with a few red particles",LY-LP,,,,LY,Calcium carbonate (chalk),LP,"Lead white, red particles",,,LP,2,YES,YES,,Rijksmuseum (PSD),R56/1-7,https://psa.rijksmuseum.nl/art-object-SK-A-1451/sample-set-140/,,,"Arie Wallert, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,"Unclear what colour the imprimatura would look on the surface. All of the samples have a few small red particles, and some appear to have one or two very small black/brown particles. Will need to compare to other Beuckelaers"
M767,2,"1. Chalk
2. Extremely thin lead white layer applied over underdrawing",LY-W,,,,LY,Calcium carbonate (chalk),W,Lead white,,,W,2,YES,YES,,Rijksmuseum (PSD),169/10-17,https://psa.rijksmuseum.nl/art-object-SK-A-1719/sample-set-149,,,"Arie Wallert, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,"The underdrawing, applied with a brush, is quite visible. The thin layer of white over the underdrawing is uneven and only a few microns thick"
M768,2,"1. Red earth with some black particles
2. Light brown layer with some red iron oxide and brown earth",R-LBr,,,,R,"Red earth, aluminosilicates, carbon black",LBr,"Lead white, brown earth, red iron oxide, quartz",,,LBr,1,YES,YES,YES,Rijksmuseum (PSD),R70/1-6,https://psa.rijksmuseum.nl/art-object-SK-A-3064/sample-set-145,,,"Arie Wallert, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,Pigments identified by MHA based on cross-section and SEM-EDX spectra
M769,2,"1. Red earth with some lead white, black, and other earth pigments
2. Grey with lead white, black, and some red and yellow ochres",R-G,,,,R,"Red ochre, black, lead white, earth pigments",G,"Lead white, black, red and yellow ochre",,,G,1,YES,YES,YES,Rijksmuseum (PSD),212/1-13,https://psa.rijksmuseum.nl/art-object-SK-A-5005/sample-set-184,,,Arie Wallert,Rijksmuseum Paint Sample Database,,"Wallert describes the second ground as ""blueish grey"" but I find this surprising as there are so many brown earth particles present"
M770,1,"1. Single, smooth, off-white ground",LY,,,,LY,,,,,,LY,3,YES,,,Rijksmuseum (PSD),209/6-9,https://psa.rijksmuseum.nl/art-object-SK-A-3516/sample-set-206,,,Arie Wallert,"Rijksmuseum, Dutch Paintings of the Seventeenth Century, online coll. cat. Amsterdam",,Samples not photographed
M771,1,"1. Single, smooth, off-white ground",LY,,,,LY,,,,,,LY,3,YES,,,Rijksmuseum (PSD),209/1-5,https://psa.rijksmuseum.nl/art-object-SK-A-3517/sample-set-207,,,Arie Wallert,"Rijksmuseum, Dutch Paintings of the Seventeenth Century, online coll. cat. Amsterdam",,Samples not photographed
M772,1,"1. Light brown ground applied in one or two layers, consisting of lead white with a little ochre",LBr,,,,LBr,"Lead white, ochre",,,,,LBr,2,YES,YES,,,,,,,"Mads Chr. Christensen, B. Berlowicz, Jørgen Wadum","Buvelot, Quentin, and Albert Eckhout. Albert Eckhout: een Hollandse kunstenaar in Brazilië. Den Haag: Koninklijk Kabinet van Schilderijen Mauritshuis, 2004.",,
M773,1,"1. Cream coloured ground with many black, red, yellow, and brown pigment particles",LBr,,,,LBr,"Black, white, red, yellow, brown particles",,,,,LBr,2,YES,YES,,Rijksmuseum (PSD),SK-A-4278/3/20160727/NW,https://psa.rijksmuseum.nl/art-object-SK-A-4278/sample-set-271,,,Nienke Woltman,Rijksmuseum Paint Sample Database,,
M774,2,"1. Orange layer with some yellow and red particles
2. Grey layer with lead white, (charcoal?) black, and some brown particles",O-G,,,,O,,G,,,,G,2,YES,YES,,Rijksmuseum (PSD),R15/1-13,https://psa.rijksmuseum.nl/art-object-SK-C-301/sample-set-287,,,"Arie Wallert, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,
M775,2,"1. Red earth layer with some large brown and black particles
2. Warm grey layer with lots of medium lead white and charcoal black particles and some fine brown earth particles",R-G,,,,R,"Red earth, lead white, black, brown ",G,"Lead white, charcoal black, brown earth",,,G,2,YES,YES,,Rijksmuseum (PSD),SK-A-683_01-02,https://psa.rijksmuseum.nl/art-object-SK-A-683/sample-set-308,,,"Willem de Ridder, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,Large brown particle in one of the samples (in the red earth layer) looks similar to those seen in some Van Hoogstraten grounds. Pendant to SK-A-684
M776,2,"1. Mainly chalk and a little red earth
2. Dark red second ground of red earth, lead white, chalk, and umber",LR-R,,,,LR,"Chalk, red earth",DR,"Red earth, lead white, chalk, umber",,,DR,1,YES,YES,YES,,,,,,"Marya Albrecht, Sabrina Meloni, Annelies van Loon, Ralph Haswell, Onno de Noord","Albrecht, Marya, Sabrina Meloni, Ralph Haswell, and Onno De Noord. “Discovering Trends in Jan Steen’s Grounds Using Principal Component Analysis.” In Ground Layers in European Painting 1550-1750, edited by Anne Haack Christensen, Angela Jager, and Joyce H. Townsend, Vol. V. CATS Proceedings. London: Archetype Publications, 2019.",,"This is a late date but I'm including it because of the striking colour, which is used to great effect in the final appearance of the painting. It is exceptionally dark for Steen. "
M777,2,"1. Mixture of red-brown earth
2. Large grains of lead white, unidentified blue (smalt?), and a little black",R-G,,,,R,Red and brown earth,G,"Lead white, blue, black",,,G,2,YES,YES,,Muzeum Narodowe w Warszawie,,,,,"Aleksandra Janiszewska, Jørgen Wadum","Wadum, Jørgen. “Are the Changed Appearances of Carel Fabritius’ Paintings a Consequence of Mobility?” In Ground Layers in European Painting 1550-1750, edited by Anne Haack Christensen, Angela Jager, and Joyce H. Townsend, Vol. V. CATS Proceedings. London: Archetype Publications, 2019.",,
M778,1,"1. Buff-coloured ground containing lead white, ochre, vermilion, and carbon black pigments",LBr,,,,LBr,"Lead white, ochre, vermilion, carbon black",,,,,LBr,1,YES,YES,YES,Leiden Collection,,,,,"Silvia Centeno, Michael Gallagher, Jørgen Wadum","Surh, Dominique. “Hagar and the Angel” (2017). In The Leiden Collection Catalogue, 4th ed. Edited by Arthur K. Wheelock Jr. and Elizabeth Nogrady with Caroline Van Cauwenberge. New York, 2023–. https://theleidencollection.com/artwork/hagar-and-the-angel/ (accessed February 20, 2024).",,"Discussed in Wadum 2020, but technical analysis done by Centeno"
M779,1,1. Beige-ochre coloured priming with large lead white particles (and umber?),LBr,,,,LBr,,,,,,LBr,3,,,,,,,,,Jørgen Wadum,"Wadum, Jørgen. “Are the Changed Appearances of Carel Fabritius’ Paintings a Consequence of Mobility?” In Ground Layers in European Painting 1550-1750, edited by Anne Haack Christensen, Angela Jager, and Joyce H. Townsend, Vol. V. CATS Proceedings. London: Archetype Publications, 2019.",,"Unclear whether the paintings have been sampled, or simply anayzed from the surface under magnification"
M780,2,1. Beige-ochre coloured priming with large lead white particles (and umber?),LBr,,,,LBr,,,,,,LBr,3,,,,,,,,,Jørgen Wadum,"Wadum, Jørgen. “Are the Changed Appearances of Carel Fabritius’ Paintings a Consequence of Mobility?” In Ground Layers in European Painting 1550-1750, edited by Anne Haack Christensen, Angela Jager, and Joyce H. Townsend, Vol. V. CATS Proceedings. London: Archetype Publications, 2019.",,"Unclear whether the paintings have been sampled, or simply anayzed from the surface under magnification"
M781,1,1. Striking white ground layer,W,,,,W,,,,,,W,3,,,,,,,,,Jørgen Wadum,"Wadum, Jørgen. “Are the Changed Appearances of Carel Fabritius’ Paintings a Consequence of Mobility?” In Ground Layers in European Painting 1550-1750, edited by Anne Haack Christensen, Angela Jager, and Joyce H. Townsend, Vol. V. CATS Proceedings. London: Archetype Publications, 2019.",,"White ground is visible along the contours of various elements, such as between the collar and the background"
M782,2,"1. Chalk 
2. Light brown layer with lead white, orange, and brown earth",LY-LBr,,,,LY,Calcium carbonate (chalk),LBr,"Lead white, brown earth, silicates, orange particles",,,LBr,2,YES,YES,,Rijksmuseum (PSD),SK-A-684_01-02,https://psa.rijksmuseum.nl/art-object-SK-A-684/sample-set-311,,,"Willem de Ridder, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,Pendant to SK-A-683
M783,2,"1. Red ground
2. Grey layer",R-G,,,,R,,G,,,,G,2,YES,YES,,Rijksmuseum (PSD),SK-A-988/1,https://psa.rijksmuseum.nl/art-object-SK-A-988/sample-set-39,,,Gwen Tauber,Rijksmuseum Paint Sample Database,,"Sample not photographed, described in sample form"
M784,2,"1. Red earth layer with large red chunk (hematite?) and brown particles
2. Coarse, warm grey with white, black, and earth colours",R-G,,,,R,"Red earth, brown",G,"White, black, earth colours",,,G,2,YES,YES,,Rijksmuseum (PSD),SK-C-375,https://psa.rijksmuseum.nl/art-object-SK-C-375/sample-set-407,,,Gwen Tauber,Rijksmuseum Paint Sample Database,,
M785,2,"1. Orangey brick red with occasional black and white pigment particles
2. Warm pink-grey with coarse chunks of white pigment, charcoal black, and earth pigments",DO-G,,,,DO,"Red earth, black, white",G,"White, charcoal black, earth pigments",,,G,2,YES,YES,,Rijksmuseum (PSD),SK-C-371,https://psa.rijksmuseum.nl/art-object-SK-C-371/sample-set-406,,,Gwen Tauber,Rijksmuseum Paint Sample Database,,See also: Rijksmuseum online catalogue of Dutch Paintings of the Seventeenth Century
M786,3,"1. Homogenous red-orange ground
2. Coarse, dark grey second ground layer with charcoal black, lead white, and yellow ochre
3. Mid-grey third ground layer with black, white, and yellow",R-DG-G,,,,R,Red earth,DG,"Charcoal black, lead white, and yellow ochre",G,"Black white, yellow",G,2,YES,YES,,Rijksmuseum (PSD),SK-C-370,https://psa.rijksmuseum.nl/art-object-SK-C-370/sample-set-405,,,Gwen Tauber,Rijksmuseum Paint Sample Database,,See also: Rijksmuseum online catalogue of Dutch Paintings of the Seventeenth Century
M787,2,"1. Brick red-orange layer with black
2. Grey with charcoal black, blue?, transparent particles, and earths",R-G,,,,R,"Red earth, black",G,"White, charcoal black, earth pigments",,,LG,2,YES,YES,,Rijksmuseum (PSD),SK-C-393,https://psa.rijksmuseum.nl/art-object-SK-C-393/sample-set-408,,,Gwen Tauber,Rijksmuseum Paint Sample Database,,Some samples mention blue and/or yellow particles in the second ground layer
M788,1,"1. Single, thin, off-white ground consisting of white pigment with a minute addition of very small orange and black particles",LY,,,,LY,"White, orange, black",,,,,LY,2,YES,YES,,Rijksmuseum (PSD),SK-A-4093,https://psa.rijksmuseum.nl/art-object-SK-A-4093/sample-set-479,,,Anna Krekeler,"Rijksmuseum, Dutch Paintings of the Seventeenth Century, online coll. cat. Amsterdam",,Samples not photographed
M789,2,"1. Orange/brown ground
2. Warm grey ground layer with lead white, charcoal black, and earth",DO-G,,,,DO,"Red earth, yellow pigment, black",G,"Lead white, charcoal black, brown earth",,,G,2,YES,YES,,Rijksmuseum (PSD),SK-C-1474,https://psa.rijksmuseum.nl/art-object-SK-C-1474/sample-set-473,,,Ilse Steeman,Rijksmuseum Paint Sample Database,,
M790,2,"1. Chalk
2. Very light pink layer
3. Light pink layer",LY-LP-LP,,,,LY,Chalk,LP,"Lead white, red particles",LP,"Lead white, red, black",LP,3,YES,YES,,Rijksmuseum (PSD),SK-A-3838,https://psa.rijksmuseum.nl/art-object-SK-A-3838/sample-set-471,,,"Sepha Wouda, Moorea Hall-Aquitania",Rijksmuseum Paint Sample Database,,"Only the chalk layer is classified as a ground layer by Wouda, but the two pink layers appear in samples from throughout the painting so I have tentatively added them as possible second and third ground layers and downgraded the reliability from 2 to 3 (also because this is considered a workshop painting)"
M791,1,"1. Single, thin, off-white ground barely fills the grain of the wood. Consist of fine white, larger white particles, and a small amount of orange pigment",LY,,,,LY,"White, orange",,,,,LY,2,YES,YES,,Rijksmuseum (PSD),SK-A-298,https://psa.rijksmuseum.nl/art-object-SK-A-298/sample-set-512,,,Anna Krekeler,"Rijksmuseum, Dutch Paintings of the Seventeenth Century, online coll. cat. Amsterdam",,Samples not photographed
M792,1,"1. Warm brown ground containing yellow earth, glass-like particles, some white, fine dark red, black, bright orange particles",Br,,,,Br,"Yellow earth, glass-like particles, white, fine dark red, black, bright orange particles",,,,,Br,2,YES,YES,,Rijksmuseum (PSD),SK-A-1311,https://psa.rijksmuseum.nl/art-object-SK-A-1311/sample-set-520,,,Michel van de Laar,Rijksmuseum Paint Sample Database,,Pendant to SK-A-1310
M793,1,"1. Single, very thin, off white ground barely fills the grain of the wood. Contains fine white pigment particles",LY,,,,LY,White particles,,,,,LY,2,YES,YES,,Rijksmuseum (PSD),SK-A-300,https://psa.rijksmuseum.nl/art-object-SK-A-300/sample-set-514,,,Anna Krekeler,"Rijksmuseum, Dutch Paintings of the Seventeenth Century, online coll. cat. Amsterdam",,Samples not photographed
M794,2,"1. Chalk
2. A thin layer of lead white tinted with a very small amount of lead-tin yellow",LY-Y,,,,LY,Calcium carbonate (chalk),Y,"Lead white, lead-tin yellow",,,Y,1,YES,YES,YES,National Gallery London,,,,,"Lorne Campbell, Marika Spring","Campbell, Lorne. The Sixteenth Century Netherlandish Paintings with French Paintings before 1600. National Gallery Catalogues. London: National Gallery Company, 2014.",,Published online https://www.nationalgallery.org.uk/research/research-resources/national-gallery-catalogues/the-sixteenth-century-netherlandish-paintings/jan-gossaert-a-man-holding-a-glove
M795,1,1. Parchment primed with a thin layer of lead white applied with a brush,W,,,,W,Lead white,,,,,W,1,YES,YES,YES,National Gallery London,,,,,"Lorne Campbell, Marika Spring","Campbell, Lorne. The Sixteenth Century Netherlandish Paintings with French Paintings before 1600. National Gallery Catalogues. London: National Gallery Company, 2014.",,Published online https://www.nationalgallery.org.uk/research/research-resources/national-gallery-catalogues/the-sixteenth-century-netherlandish-paintings/jan-gossaert-an-elderly-couple
M796,2,"1. Chalk
2. Lead white priming",LY-W,,,,LY,Calcium carbonate (chalk),W,Lead white,,,W,1,YES,YES,YES,National Gallery London,,,,,"Lorne Campbell, Marika Spring","Campbell, Lorne. The Sixteenth Century Netherlandish Paintings with French Paintings before 1600. National Gallery Catalogues. London: National Gallery Company, 2014.",,Published online https://www.nationalgallery.org.uk/research/research-resources/national-gallery-catalogues/the-sixteenth-century-netherlandish-paintings/jan-gossaert-a-young-princess
M797,2,"1. Chalk
2. Pale salmon-pink priming containing lead white tinted with red lead",LY-LP,,,,LY,Calcium carbonate (chalk),LP,"Lead white, red lead",,,LP,1,YES,YES,YES,National Gallery London,,,,,"Lorne Campbell, Marika Spring","Campbell, Lorne. The Sixteenth Century Netherlandish Paintings with French Paintings before 1600. National Gallery Catalogues. London: National Gallery Company, 2014.",,Published online https://www.nationalgallery.org.uk/research/research-resources/national-gallery-catalogues/the-sixteenth-century-netherlandish-paintings/jan-gossaert-jean-gossart-a-man-with-a-rosary
M798,2,"1. Chalk
2. Thin white layer",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",NGA1398/1-4,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,"Based on hand-drawn sample forms, attributed to Jan van Scorel at the time of sampling"
M799,2,"1. Chalk
2. White second ground",LY-W,,,,LY,,W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A379/1-3,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,
M800,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A322/1-4,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,Based on hand-drawn sample forms
M801,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A151/1-3,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,"Based on hand-drawn sample forms. JRJ van Asperen de Boer regularly describes chalk grounds as ""greyish/grijzig"""
M802,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A25/1-10,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,Based on hand-drawn sample forms
M803,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A111/1-2,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,Based on hand-drawn sample forms
M804,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A112/1-5,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,Based on hand-drawn sample forms
M805,2,"1. Chalk
2. White second ground",LY-W,,,,LY,Calcium carbonate (chalk),W,,,,W,2,YES,YES,,"RKD, JRJ van Asperen de Boer archive",A113/1-2,,,,JRJ van Asperen de Boer,"RKD, JRJ van Asperen de Boer archive",,Based on hand-drawn sample forms
M806,2,"1. Chalk
2. Light grey layer",LY-LG,,,,LY,Calcium carbonate (chalk),LG,Lead white with some black particles,,,LG,2,YES,YES,,KIKIRPA,C39.187-197,,,,"Louise Decq, Moorea Hall-Aquitania",KIKIRPA Archive,,"In the painting dossier someone has described the ground as an ochre ground with a light grey imprimatura, however, upon examination of the cross-section it appears as though this must have been a colour correction issue, as the lower ground layer appears to be only chalk"
